expediente,pueblo,scall_col,territorial,fecha_instalacion,alcaldia,instalado,latitud,longitud
1039-KIGARU-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,27/04/2024,IZTACALCO,Programa SCALL,19.401302,-99.070994
103-GAALTR-IZA-24,CULHUACAN (PBLO),CULHUACAN (PBLO),NO APLICA,03/04/2024,IZTAPALAPA,Programa SCALL,19.338197,-99.106298
103-HESAAR-IZO-24,JUVENTINO ROSAS II,JUVENTINO ROSAS II,NO APLICA,23/03/2024,IZTACALCO,Programa SCALL,19.392715,-99.10531
103-MOPEDI-TLC-24,LOS OLIVOS,LOS OLIVOS,NO APLICA,22/03/2024,TLAHUAC,Programa SCALL,19.297513,-99.060016
103-NARAJO-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 1A SECC,JUVENTUD UNIDA,NO APLICA,28/06/2024,TLALPAN,Programa SCALL,19.26868,-99.1527
103-ORGALO-XOO-24,NATIVITAS (TULYEHUALCO),NATIVITAS (TULYEHUALCO),NO APLICA,21/03/2024,XOCHIMILCO,Programa SCALL,19.2486,-99.0124
1040-APBARO-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,17/04/2024,IZTAPALAPA,Programa SCALL,19.327238,-99.078365
1040-BEJAJO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,29/04/2024,XOCHIMILCO,Programa SCALL,19.2524,-99.0249
1040-KIGAYA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,27/04/2024,IZTACALCO,Programa SCALL,19.401302,-99.070994
1040-MEMAAL-TLC-24,SAN FRANCISCO TLALTENCO (PBO),SAN FRANCISCO TLALTENCO (PBO),NO APLICA,21/05/2024,TLAHUAC,Programa SCALL,19.297352,-99.008877
1040-PEPESA-VEA-24,MAGDALENA MIXHUCA,MAGDALENA MIXHUCA,NO APLICA,09/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.406988,-99.118963
1041-COGAJO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,04/05/2024,XOCHIMILCO,Programa SCALL,19.24948,-99.0307
1041-DISARO-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,29/04/2024,IZTAPALAPA,Programa SCALL,19.315803,-99.0789
1041-ESLERU-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,17/05/2024,IZTACALCO,Programa SCALL,19.385475,-99.062457
1042-DECRRO-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,04/04/2024,IZTAPALAPA,Programa SCALL,19.317285,-99.080899
1042-LOGRED-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,21/05/2024,TLALPAN,Programa SCALL,19.28273,-99.2385
1042-MUMEEN-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,09/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426979,-99.104809
1042-SACRAN-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,02/05/2024,IZTACALCO,Programa SCALL,19.401992,-99.070194
1042-SOHEAL-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,11/06/2024,TLAHUAC,Programa SCALL,19.290439,-99.01107
1042-SOLAMA-XOO-24,CERRILLOS I,CERRILLOS I,NO APLICA,04/04/2024,XOCHIMILCO,Programa SCALL,19.25091,-99.0231
1043-AZATRO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,17/04/2024,IZTACALCO,Programa SCALL,19.396241,-99.061509
1043-BEMAMI-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,08/05/2024,XOCHIMILCO,Programa SCALL,19.25318,-99.0291
1043-CODEIS-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,22/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426482,-99.105116
1043-GUGUGI-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,31/05/2024,TLALPAN,Programa SCALL,19.29369,-99.222
1043-LEMOAL-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,20/04/2024,TLAHUAC,Programa SCALL,19.288975,-99.010466
1044-MIGUIS-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,30/04/2024,TLALPAN,Programa SCALL,19.28694,-99.2407
1044-RODEMA-VEA-24,7 DE JULIO,7 DE JULIO,NO APLICA,08/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.434487,-99.11162
1044-SAARNO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,29/04/2024,XOCHIMILCO,Programa SCALL,19.25019,-99.0303
1045-CUGARA-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,30/04/2024,XOCHIMILCO,Programa SCALL,19.25072,-99.031
1045-INCHAN-TLC-24,SANTA CATARINA YECAHUIZOTL (PBO),SANTA CATARINA YECAHUIZOTL (PBO),NO APLICA,19/04/2024,TLAHUAC,Programa SCALL,19.307744,-98.970868
1045-MORIJO-TLN-24,EJIDOS DE SAN PEDRO M?¸RTIR (I NORTE),EJIDOS DE SAN PEDRO M?¸RTIR (I NORTE),NO APLICA,21/03/2024,TLALPAN,Programa SCALL,19.27296,-99.1537
1046-BEALAN-TLC-24,EL TRIANGULO,EL TRIANGULO,NO APLICA,13/06/2024,TLAHUAC,Programa SCALL,19.285103,-99.012859
1046-GAESSE-IZA-24,JOSE LOPEZ PORTILLO,JOSE LOPEZ PORTILLO,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.309072,-99.076594
1046-GOJIGU-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,25/03/2024,IZTACALCO,Programa SCALL,19.401157,-99.070362
1046-ROMAJO-VEA-24,7 DE JULIO,7 DE JULIO,NO APLICA,05/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.43458,-99.114718
1046-VACORE-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,10/04/2024,XOCHIMILCO,Programa SCALL,19.2497,-99.0226
1047-BAHESI-IZA-24,SAN JUAN XALPA,SAN JUAN XALPA,NO APLICA,18/06/2024,IZTAPALAPA,Programa SCALL,19.331942,-99.081077
1047-PIVELA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,25/04/2024,IZTACALCO,Programa SCALL,19.401753,-99.070245
1047-RAVAJO-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,29/06/2024,TLALPAN,Programa SCALL,19.2939,-99.2221
1047-SAMARO-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,11/05/2024,XOCHIMILCO,Programa SCALL,19.25429,-99.0405
1048-FLRUMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,29/04/2024,IZTACALCO,Programa SCALL,19.401126,-99.071009
1048-LAMEAR-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,11/06/2024,TLAHUAC,Programa SCALL,19.290318,-99.009852
1048-LOBAJU-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,27/04/2024,TLALPAN,Programa SCALL,19.28608,-99.2401
1048-MOCRSI-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,03/04/2024,IZTAPALAPA,Programa SCALL,19.32773,-99.097214
1048-RACAMA-VEA-24,PENITENCIARIA (AMPL),PENITENCIARIA (AMPL),NO APLICA,02/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.434891,-99.113425
1048-ZUSARO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,24/04/2024,XOCHIMILCO,Programa SCALL,19.25324,-99.0258
1049-AVGOTE-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.25189,-99.0253
1049-JEROYO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,06/04/2024,IZTACALCO,Programa SCALL,19.386916,-99.060718
1049-LOSALE-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,03/05/2024,TLALPAN,Programa SCALL,19.28608,-99.2401
1049-PARARO-VEA-24,7 DE JULIO,7 DE JULIO,NO APLICA,08/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.434267,-99.113032
1049-RODIGU-IZA-24,DR ALFONSO ORTIZ TIRADO,DR ALFONSO ORTIZ TIRADO,NO APLICA,10/04/2024,IZTAPALAPA,Programa SCALL,19.384953,-99.076043
104-COMOJO-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 3A SECC,MIRADOR I,NO APLICA,26/03/2024,TLALPAN,Programa SCALL,19.27209,-99.2212
104-HEORAR-TLC-24,DEL MAR (NORTE),DEL MAR (NORTE),NO APLICA,20/03/2024,TLAHUAC,Programa SCALL,19.293761,-99.055364
104-LOTORO-XOO-24,BARRIO CALYEQUITA,BARRIO CALYEQUITA,NO APLICA,25/03/2024,XOCHIMILCO,Programa SCALL,19.25005,-99.0125
104-PEMAFL-IZO-24,JUVENTINO ROSAS II,JUVENTINO ROSAS II,NO APLICA,26/03/2024,IZTACALCO,Programa SCALL,19.392991,-99.106939
1050-COGUMA-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,03/05/2024,TLALPAN,Programa SCALL,19.28054,-99.2401
1050-DICAMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,09/05/2024,IZTACALCO,Programa SCALL,19.401643,-99.070894
1050-OCPESI-IZA-24,LA ESPERANZA,LA ESPERANZA,NO APLICA,20/04/2024,IZTAPALAPA,Programa SCALL,19.30999,-99.07766
1050-PEVAAR-TLC-24,BARRIO SAN MIGUEL (SAN ANDRES MIXQUIC),BARRIO SAN MIGUEL (SAN ANDRES MIXQUIC),NO APLICA,02/05/2024,TLAHUAC,Programa SCALL,19.222719,-98.959603
1051-GEVAAL-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,11/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.42663,-99.103926
1051-NODEAZ-TLC-24,BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),NO APLICA,31/07/2024,TLAHUAC,Programa SCALL,19.224792,-98.960305
1051-RALEAN-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,26/04/2024,XOCHIMILCO,Programa SCALL,19.25226,-99.0271
1051-ROROME-IZO-24,AGRICOLA PANTITLAN (SECCIONES 1 A 5),AGRICOLA PANTITLAN (SECCIONES 1 A 5),NO APLICA,20/04/2024,IZTACALCO,Programa SCALL,19.407874,-99.067964
1052-GOJITE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,08/05/2024,IZTACALCO,Programa SCALL,19.401157,-99.070362
1052-NOGAAR-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,23/04/2024,TLAHUAC,Programa SCALL,19.288938,-99.010724
1052-PEJIED-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,26/04/2024,XOCHIMILCO,Programa SCALL,19.25686,-99.017
1052-SAAYYE-TLN-24,H?ÎROES DE PADIERNA,H?ÎROES DE PADIERNA,NO APLICA,18/04/2024,TLALPAN,Programa SCALL,19.29283,-99.2201
1052-VESASU-IZA-24,A?ÊO DE JUAREZ,A?ÊO DE JUAREZ,NO APLICA,20/04/2024,IZTAPALAPA,Programa SCALL,19.320733,-99.072791
1053-CRCRVI-IZA-24,EL VERGEL,EL VERGEL,NO APLICA,17/04/2024,IZTAPALAPA,Programa SCALL,19.31641,-99.079772
1053-DECAPA-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,28/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.439325,-99.111695
1053-VAJIEL-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,26/04/2024,XOCHIMILCO,Programa SCALL,19.25224,-99.0278
1054-ALCAVI-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,14/05/2024,IZTACALCO,Programa SCALL,19.389086,-99.061778
1054-CLCREN-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,28/06/2024,XOCHIMILCO,Programa SCALL,19.2524,-99.0308
1054-GAARAN-TLN-24,SAN ANDR?ÎS TOTOLTEPEC (PBO),SAN ANDR?ÎS TOTOLTEPEC (PBO),NO APLICA,29/06/2024,TLALPAN,Programa SCALL,19.2545,-99.1673
1054-JIPAEL-TLC-24,BARRIO SANTA ANA PONIENTE,BARRIO SANTA ANA PONIENTE,NO APLICA,20/04/2024,TLAHUAC,Programa SCALL,19.304009,-99.049457
1055-CAHEJO-TLC-24,GUADALUPE TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,22/05/2024,TLAHUAC,Programa SCALL,19.292355,-99.013211
1055-HUGAAY-IZA-24,EL RODEO,EL RODEO,NO APLICA,18/05/2024,IZTAPALAPA,Programa SCALL,19.33404,-99.071062
1055-HUNAJU-VEA-24,20 DE NOVIEMBRE,20 DE NOVIEMBRE,NO APLICA,29/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.438663,-99.111677
1055-PEVEEV-XOO-24,LAS ANIMAS,LAS ANIMAS,NO APLICA,26/04/2024,XOCHIMILCO,Programa SCALL,19.25686,-99.017
1055-TOAGAN-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,29/04/2024,IZTACALCO,Programa SCALL,19.385637,-99.062127
1056-BAAGIR-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,30/04/2024,IZTACALCO,Programa SCALL,19.401504,-99.070325
1056-NORABE-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,08/04/2024,TLAHUAC,Programa SCALL,19.288408,-99.011377
1057-ALNESE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,22/04/2024,IZTACALCO,Programa SCALL,19.394011,-99.060243
1057-AVCHLA-TLC-24,JAIME TORRES BODET,JAIME TORRES BODET,NO APLICA,27/03/2024,TLAHUAC,Programa SCALL,19.229384,-99.002882
1057-FLVACA-VEA-24,REVOLUCION,REVOLUCION,NO APLICA,08/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443814,-99.095536
1057-RIGOCA-IZA-24,PUENTE BLANCO,PUENTE BLANCO,NO APLICA,01/07/2024,IZTAPALAPA,Programa SCALL,19.328937,-99.064761
1057-TOCLGA-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,28/06/2024,XOCHIMILCO,Programa SCALL,19.2524,-99.0308
1058-ESSIMA-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,26/03/2024,TLAHUAC,Programa SCALL,19.295803,-99.054071
1058-HESOEN-TLN-24,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,PEDREGAL DE SAN NICOLAS 4A SECCI?ÙN,NO APLICA,22/03/2024,TLALPAN,Programa SCALL,19.28169,-99.2399
1058-MADECA-IZA-24,CASA BLANCA,CASA BLANCA,NO APLICA,16/05/2024,IZTAPALAPA,Programa SCALL,19.333492,-99.067733
1058-MECAHO-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,10/04/2024,XOCHIMILCO,Programa SCALL,19.24875,-99.0298
1059-CABAJA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,09/05/2024,IZTACALCO,Programa SCALL,19.40162,-99.070289
1059-CANOCA-TLC-24,SAN FRANCISCO TLALTENCO (PBO),SAN FRANCISCO TLALTENCO (PBO),NO APLICA,07/06/2024,TLAHUAC,Programa SCALL,19.297063,-99.012538
1059-METOHU-XOO-24,BARRIO CALYEQUITA,BARRIO CALYEQUITA,NO APLICA,04/04/2024,XOCHIMILCO,Programa SCALL,19.24993,-99.0084
105-ALRUJU-VEA-24,EL ARENAL 2A SECCION,EL ARENAL 2A SECCION,NO APLICA,19/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.422905,-99.057139
105-ROGOBE-IZO-24,CAMPAMENTO 2 DE OCTUBRE II,CAMPAMENTO 2 DE OCTUBRE II,NO APLICA,23/03/2024,IZTACALCO,Programa SCALL,19.384206,-99.12022
105-TOAVVI-XOO-24,BARRIO CALYEQUITA,BARRIO CALYEQUITA,NO APLICA,25/03/2024,XOCHIMILCO,Programa SCALL,19.25005,-99.0125
1060-BAPECE-IZA-24,EL RODEO,EL RODEO,NO APLICA,27/05/2024,IZTAPALAPA,Programa SCALL,19.334218,-99.070454
1060-BEALCA-TLC-24,EL TRIANGULO,EL TRIANGULO,NO APLICA,13/06/2024,TLAHUAC,Programa SCALL,19.285103,-99.012859
1060-ESMAGA-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,23/04/2024,TLALPAN,Programa SCALL,19.29375,-99.2189
1060-ORVIAL-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,17/04/2024,IZTACALCO,Programa SCALL,19.384469,-99.062985
1061-CEHEGL-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,23/03/2024,TLALPAN,Programa SCALL,19.28796,-99.2407
1061-NOMANO-TLC-24,BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),BARRIO SAN BARTOLOME (SAN ANDRES MIXQUIC),NO APLICA,27/03/2024,TLAHUAC,Programa SCALL,19.22468,-98.960567
1061-OCRACL-IZA-24,SANTA MARIA TOMATLAN,SANTA MARIA TOMATLAN,NO APLICA,26/06/2024,IZTAPALAPA,Programa SCALL,19.329359,-99.094589
1061-PEESMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,18/04/2024,IZTACALCO,Programa SCALL,19.383854,-99.062784
1062-CAFLRE-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.2499,-99.0251
1062-MACAMA-VEA-24,7 DE JULIO,7 DE JULIO,NO APLICA,08/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.434314,-99.11206
1062-MEJIJE-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,26/04/2024,IZTACALCO,Programa SCALL,19.401101,-99.071034
1062-RUGAJE-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,29/04/2024,TLALPAN,Programa SCALL,19.28841,-99.2408
1062-VADIOS-TLC-24,BARRIO LA CONCEPCION (SAN JUAN IXTAYOPAN),BARRIO LA CONCEPCION (SAN JUAN IXTAYOPAN),NO APLICA,11/04/2024,TLAHUAC,Programa SCALL,19.24245,-98.9966
1063-CHPERE-XOO-24,CERRILLOS III,CERRILLOS III,NO APLICA,20/03/2024,XOCHIMILCO,Programa SCALL,19.24639,-99.0215
1063-RECOCY-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,20/05/2024,IZTAPALAPA,Programa SCALL,19.324181,-99.076897
1063-RORARA-TLC-24,BARRIO SAN AGUSTIN (SAN ANDRES MIXQUIC),BARRIO SAN AGUSTIN (SAN ANDRES MIXQUIC),NO APLICA,26/03/2024,TLAHUAC,Programa SCALL,19.224801,-98.967298
1063-VENANO-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,28/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426408,-99.106622
1064-GAMEDI-IZA-24,SANTA MARTHA ACATITLA,SANTA MARTHA ACATITLA,NO APLICA,15/04/2024,IZTAPALAPA,Programa SCALL,19.376685,-99.01762
1064-NUGARO-TLC-24,SAN NICOLAS TETELCO (PBO),SAN NICOLAS TETELCO (PBO),NO APLICA,18/04/2024,TLAHUAC,Programa SCALL,19.21741,-98.972986
1064-OLGOLO-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,31/05/2024,IZTACALCO,Programa SCALL,19.401654,-99.070296
1064-RAGAEL-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,09/04/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426294,-99.10431
1065-FLTRMA-XOO-24,AMPLIACI?ÙN NATIVITAS,AMPLIACI?ÙN NATIVITAS,NO APLICA,08/06/2024,XOCHIMILCO,Programa SCALL,19.23912,-99.0918
1065-MALOFR-VEA-24,IGNACIO ZARAGOZA I,IGNACIO ZARAGOZA I,NO APLICA,06/06/2024,VENUSTIANO CARRANZA,Programa SCALL,19.416404,-99.09786
1065-MUSASA-TLC-24,SANTA CECILIA,SANTA CECILIA,NO APLICA,28/03/2024,TLAHUAC,Programa SCALL,19.280929,-99.002683
1066-DOESED-IZA-24,CERRO DE LA ESTRELLA,CERRO DE LA ESTRELLA,NO APLICA,23/05/2024,IZTAPALAPA,Programa SCALL,19.326933,-99.075668
1066-GOISAR-TLN-24,PEDREGAL DE SN NICOLAS 2A SECC,PEDREGAL DE SN NICOLAS 2A SECC,NO APLICA,26/04/2024,TLALPAN,Programa SCALL,19.28669,-99.2401
1066-MUVEMA-VEA-24,MOCTEZUMA 1A SECCION,MOCTEZUMA 1A SECCION,NO APLICA,27/07/2024,VENUSTIANO CARRANZA,Programa SCALL,19.426408,-99.106622
1066-POROGI-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,30/04/2024,IZTACALCO,Programa SCALL,19.385151,-99.062478
1066-VIGADI-XOO-24,AMPLIACI?ÙN NATIVITAS,AMPLIACI?ÙN NATIVITAS,NO APLICA,15/05/2024,XOCHIMILCO,Programa SCALL,19.23935,-99.0993
1067-MAPICA-TLC-24,GUADALUPE TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,11/06/2024,TLAHUAC,Programa SCALL,19.291143,-99.010684
1067-ROBEHU-XOO-24,SANTIAGO TEPALCATLALPAN (PBO),SANTIAGO TEPALCATLALPAN (PBO),NO APLICA,21/06/2024,XOCHIMILCO,Programa SCALL,19.25076,-99.126
1068-ARVETA-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,06/05/2024,TLALPAN,Programa SCALL,19.28499,-99.2413
1068-JIROMA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,22/04/2024,IZTACALCO,Programa SCALL,19.383826,-99.062653
1068-MESOEN-VEA-24,REVOLUCION,REVOLUCION,NO APLICA,08/05/2024,VENUSTIANO CARRANZA,Programa SCALL,19.443814,-99.095536
1069-CALUVI-TLN-24,LOMAS DE PADIERNA,LOMAS DE PADIERNA,NO APLICA,18/04/2024,TLALPAN,Programa SCALL,19.29614,-99.2217
1069-DEMESO-TLC-24,GUADALUPE TLALTENCO,GUADALUPE TLALTENCO,NO APLICA,07/06/2024,TLAHUAC,Programa SCALL,19.292955,-99.010571
1069-FLGASI-IZA-24,ERMITA ZARAGOZA,ERMITA ZARAGOZA,NO APLICA,08/04/2024,IZTAPALAPA,Programa SCALL,19.367663,-98.995041
1069-MAJILU-XOO-24,SAN LUIS TLAXIALTEMALCO (PBO),SAN LUIS TLAXIALTEMALCO (PBO),NO APLICA,20/06/2024,XOCHIMILCO,Programa SCALL,19.25194,-99.0365
106-CEXXJO-TLN-24,AMPLIACI?ÙN MIGUEL HIDALGO 1A SECC,JUVENTUD UNIDA,NO APLICA,28/03/2024,TLALPAN,Programa SCALL,19.26909,-99.1524
106-GAVIAR-XOO-24,DEL CARMEN,DEL CARMEN,NO APLICA,01/04/2024,XOCHIMILCO,Programa SCALL,19.24565,-99.0284
106-GUFEJO-TLC-24,LA NOPALERA,LA NOPALERA,NO APLICA,10/04/2024,TLAHUAC,Programa SCALL,19.295316,-99.054374
106-PEMAJO-IZO-24,CAMPAMENTO 2 DE OCTUBRE II,CAMPAMENTO 2 DE OCTUBRE II,NO APLICA,23/03/2024,IZTACALCO,Programa SCALL,19.384994,-99.11928
1070-CAFRAN-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,29/04/2024,IZTACALCO,Programa SCALL,19.384232,-99.062987
1070-HEGUDA-TLC-24,OJO DE AGUA,OJO DE AGUA,NO APLICA,09/04/2024,TLAHUAC,Programa SCALL,19.288361,-99.011403
1070-NAROEL-IZA-24,EJTO CONSTITUCIONALISTA (SUPERMANZANA),EJTO CONSTITUCIONALISTA (SUPERMANZANA),NO APLICA,23/04/2024,IZTAPALAPA,Programa SCALL,19.38202,-99.051182
1071-ALSAAG-TLN-24,PEDREGAL DE SN NICOLAS 3A SECC,PEDREGAL DE SN NICOLAS 3A SECC,NO APLICA,06/05/2024,TLALPAN,Programa SCALL,19.28595,-99.2413
1071-FLMARO-IZA-24,DESARROLLO URBANO QUETZALCOATL,DESARROLLO URBANO QUETZALCOATL,NO APLICA,17/04/2024,IZTAPALAPA,Programa SCALL,19.329201,-99.039657
1071-GEROCA-IZO-24,AGRICOLA ORIENTAL (SECCIONES 1 A 8),AGRICOLA ORIENTAL (SECCIONES 1 A 8),NO APLICA,08/05/2024,IZTACALCO,Programa SCALL,19.393166,-99.059991
1071-NEREED-VEA-24,CARACOL (AMPL),CARACOL (AMPL),NO APLICA,19/03/2024,VENUSTIANO CARRANZA,Programa SCALL,19.429642,-99.070119
1071-REVIMA-TLC-24,SANTA CATARINA YECAHUIZOTL (PBO),SANTA CATARINA YECAHUIZOTL (PBO),NO APLICA,19/04/2024,TLAHUAC,Programa SCALL,19.31022,-98.972232
1071-RUALFE-XOO-24,A?ÊO DE JU?¸REZ,A?ÊO DE JU?¸REZ,NO APLICA,21/05/2024,XOCHIMILCO,Programa SCALL,19.24993,-99.0857
